Time(s)	Phi(rad)	Angular velocity (rad/s)
0.00000000	0.01000000	0.00000000
0.00100000	0.00999998	-0.00003513
0.00200000	0.00999993	-0.00007026
0.00300000	0.00999984	-0.00010538
0.00400000	0.00999972	-0.00014051
0.00500000	0.00999956	-0.00017564
0.00600000	0.00999937	-0.00021076
0.00700000	0.00999914	-0.00024589
0.00800000	0.00999888	-0.00028101
0.00900000	0.00999858	-0.00031614
0.01000000	0.00999824	-0.00035126
0.01100000	0.00999787	-0.00038638
0.01200000	0.00999747	-0.00042150
0.01300000	0.00999703	-0.00045662
0.01400000	0.00999656	-0.00049174
0.01500000	0.00999605	-0.00052685
0.01600000	0.00999550	-0.00056197
0.01700000	0.00999492	-0.00059708
0.01800000	0.00999431	-0.00063219
0.01900000	0.00999366	-0.00066729
0.02000000	0.00999298	-0.00070240
0.02100000	0.00999226	-0.00073750
0.02200000	0.00999150	-0.00077260
0.02300000	0.00999071	-0.00080770
0.02400000	0.00998988	-0.00084279
0.02500000	0.00998902	-0.00087788
0.02600000	0.00998813	-0.00091297
0.02700000	0.00998720	-0.00094805
0.02800000	0.00998623	-0.00098313
0.02900000	0.00998523	-0.00101821
0.03000000	0.00998420	-0.00105329
0.03100000	0.00998313	-0.00108836
0.03200000	0.00998202	-0.00112342
0.03300000	0.00998088	-0.00115849
0.03400000	0.00997970	-0.00119355
0.03500000	0.00997849	-0.00122860
0.03600000	0.00997725	-0.00126365
0.03700000	0.00997596	-0.00129870
0.03800000	0.00997465	-0.00133374
0.03900000	0.00997330	-0.00136878
0.04000000	0.00997191	-0.00140381
0.04100000	0.00997049	-0.00143883
0.04200000	0.00996903	-0.00147386
0.04300000	0.00996754	-0.00150887
0.04400000	0.00996602	-0.00154388
0.04500000	0.00996445	-0.00157889
0.04600000	0.00996286	-0.00161389
0.04700000	0.00996123	-0.00164889
0.04800000	0.00995956	-0.00168387
0.04900000	0.00995786	-0.00171886
0.05000000	0.00995612	-0.00175383
0.05100000	0.00995435	-0.00178881
0.05200000	0.00995254	-0.00182377
0.05300000	0.00995070	-0.00185873
0.05400000	0.00994883	-0.00189368
0.05500000	0.00994692	-0.00192862
0.05600000	0.00994497	-0.00196356
0.05700000	0.00994299	-0.00199849
0.05800000	0.00994097	-0.00203342
0.05900000	0.00993892	-0.00206834
0.06000000	0.00993684	-0.00210325
0.06100000	0.00993472	-0.00213815
0.06200000	0.00993256	-0.00217304
0.06300000	0.00993037	-0.00220793
0.06400000	0.00992814	-0.00224281
0.06500000	0.00992588	-0.00227768
0.06600000	0.00992359	-0.00231255
0.06700000	0.00992126	-0.00234740
0.06800000	0.00991889	-0.00238225
0.06900000	0.00991649	-0.00241709
0.07000000	0.00991406	-0.00245192
0.07100000	0.00991159	-0.00248674
0.07200000	0.00990909	-0.00252155
0.07300000	0.00990655	-0.00255636
0.07400000	0.00990397	-0.00259115
0.07500000	0.00990136	-0.00262594
0.07600000	0.00989872	-0.00266072
0.07700000	0.00989604	-0.00269548
0.07800000	0.00989333	-0.00273024
0.07900000	0.00989058	-0.00276499
0.08000000	0.00988780	-0.00279973
0.08100000	0.00988498	-0.00283446
0.08200000	0.00988213	-0.00286918
0.08300000	0.00987925	-0.00290389
0.08400000	0.00987632	-0.00293858
0.08500000	0.00987337	-0.00297327
0.08600000	0.00987038	-0.00300795
0.08700000	0.00986735	-0.00304262
0.08800000	0.00986429	-0.00307728
0.08900000	0.00986120	-0.00311192
0.09000000	0.00985807	-0.00314656
0.09100000	0.00985490	-0.00318118
0.09200000	0.00985171	-0.00321579
0.09300000	0.00984847	-0.00325039
0.09400000	0.00984521	-0.00328498
0.09500000	0.00984190	-0.00331956
0.09600000	0.00983857	-0.00335413
0.09700000	0.00983519	-0.00338869
0.09800000	0.00983179	-0.00342323
0.09900000	0.00982835	-0.00345776
0.10000000	0.00982487	-0.00349228
0.10100000	0.00982136	-0.00352679
0.10200000	0.00981782	-0.00356128
0.10300000	0.00981424	-0.00359576
0.10400000	0.00981063	-0.00363023
0.10500000	0.00980698	-0.00366469
0.10600000	0.00980330	-0.00369913
0.10700000	0.00979958	-0.00373356
0.10800000	0.00979583	-0.00376798
0.10900000	0.00979205	-0.00380238
0.11000000	0.00978823	-0.00383677
0.11100000	0.00978437	-0.00387115
0.11200000	0.00978048	-0.00390552
0.11300000	0.00977656	-0.00393987
0.11400000	0.00977260	-0.00397420
0.11500000	0.00976861	-0.00400852
0.11600000	0.00976459	-0.00404283
0.11700000	0.00976053	-0.00407713
0.11800000	0.00975643	-0.00411141
0.11900000	0.00975231	-0.00414567
0.12000000	0.00974814	-0.00417992
0.12100000	0.00974395	-0.00421416
0.12200000	0.00973971	-0.00424838
0.12300000	0.00973545	-0.00428259
0.12400000	0.00973115	-0.00431678
0.12500000	0.00972681	-0.00435095
0.12600000	0.00972245	-0.00438511
0.12700000	0.00971804	-0.00441926
0.12800000	0.00971361	-0.00445339
0.12900000	0.00970914	-0.00448750
0.13000000	0.00970463	-0.00452160
0.13100000	0.00970009	-0.00455568
0.13200000	0.00969552	-0.00458975
0.13300000	0.00969092	-0.00462380
0.13400000	0.00968627	-0.00465784
0.13500000	0.00968160	-0.00469185
0.13600000	0.00967689	-0.00472585
0.13700000	0.00967215	-0.00475984
0.13800000	0.00966737	-0.00479381
0.13900000	0.00966256	-0.00482776
0.14000000	0.00965772	-0.00486169
0.14100000	0.00965284	-0.00489561
0.14200000	0.00964792	-0.00492951
0.14300000	0.00964298	-0.00496339
0.14400000	0.00963800	-0.00499726
0.14500000	0.00963298	-0.00503111
0.14600000	0.00962794	-0.00506494
0.14700000	0.00962285	-0.00509875
0.14800000	0.00961774	-0.00513254
0.14900000	0.00961259	-0.00516632
0.15000000	0.00960741	-0.00520008
0.15100000	0.00960219	-0.00523382
0.15200000	0.00959694	-0.00526754
0.15300000	0.00959165	-0.00530124
0.15400000	0.00958634	-0.00533493
0.15500000	0.00958098	-0.00536859
0.15600000	0.00957560	-0.00540224
0.15700000	0.00957018	-0.00543587
0.15800000	0.00956473	-0.00546947
0.15900000	0.00955924	-0.00550306
0.16000000	0.00955372	-0.00553663
0.16100000	0.00954817	-0.00557018
0.16200000	0.00954258	-0.00560372
0.16300000	0.00953696	-0.00563723
0.16400000	0.00953131	-0.00567072
0.16500000	0.00952562	-0.00570419
0.16600000	0.00951990	-0.00573764
0.16700000	0.00951414	-0.00577107
0.16800000	0.00950835	-0.00580449
0.16900000	0.00950253	-0.00583788
0.17000000	0.00949668	-0.00587125
0.17100000	0.00949079	-0.00590460
0.17200000	0.00948487	-0.00593793
0.17300000	0.00947892	-0.00597123
0.17400000	0.00947293	-0.00600452
0.17500000	0.00946691	-0.00603779
0.17600000	0.00946085	-0.00607103
0.17700000	0.00945476	-0.00610425
0.17800000	0.00944864	-0.00613746
0.17900000	0.00944249	-0.00617064
0.18000000	0.00943630	-0.00620380
0.18100000	0.00943008	-0.00623693
0.18200000	0.00942383	-0.00627005
0.18300000	0.00941754	-0.00630314
0.18400000	0.00941122	-0.00633621
0.18500000	0.00940487	-0.00636926
0.18600000	0.00939848	-0.00640229
0.18700000	0.00939206	-0.00643529
0.18800000	0.00938561	-0.00646827
0.18900000	0.00937913	-0.00650123
0.19000000	0.00937261	-0.00653417
0.19100000	0.00936606	-0.00656708
0.19200000	0.00935948	-0.00659997
0.19300000	0.00935286	-0.00663284
0.19400000	0.00934621	-0.00666568
0.19500000	0.00933953	-0.00669850
0.19600000	0.00933281	-0.00673130
0.19700000	0.00932607	-0.00676407
0.19800000	0.00931929	-0.00679682
0.19900000	0.00931247	-0.00682954
0.20000000	0.00930563	-0.00686224
0.20100000	0.00929875	-0.00689492
0.20200000	0.00929184	-0.00692757
0.20300000	0.00928489	-0.00696020
0.20400000	0.00927792	-0.00699280
0.20500000	0.00927091	-0.00702538
0.20600000	0.00926387	-0.00705794
0.20700000	0.00925679	-0.00709047
0.20800000	0.00924968	-0.00712297
0.20900000	0.00924255	-0.00715545
0.21000000	0.00923537	-0.00718791
0.21100000	0.00922817	-0.00722034
0.21200000	0.00922093	-0.00725274
0.21300000	0.00921366	-0.00728512
0.21400000	0.00920636	-0.00731747
0.21500000	0.00919903	-0.00734980
0.21600000	0.00919166	-0.00738210
0.21700000	0.00918426	-0.00741438
0.21800000	0.00917683	-0.00744663
0.21900000	0.00916937	-0.00747885
0.22000000	0.00916188	-0.00751105
0.22100000	0.00915435	-0.00754322
0.22200000	0.00914679	-0.00757536
0.22300000	0.00913920	-0.00760748
0.22400000	0.00913158	-0.00763957
0.22500000	0.00912392	-0.00767164
0.22600000	0.00911623	-0.00770367
0.22700000	0.00910851	-0.00773568
0.22800000	0.00910076	-0.00776767
0.22900000	0.00909298	-0.00779962
0.23000000	0.00908516	-0.00783155
0.23100000	0.00907731	-0.00786345
0.23200000	0.00906943	-0.00789532
0.23300000	0.00906152	-0.00792717
0.23400000	0.00905358	-0.00795899
0.23500000	0.00904561	-0.00799078
0.23600000	0.00903760	-0.00802254
0.23700000	0.00902956	-0.00805427
0.23800000	0.00902149	-0.00808598
0.23900000	0.00901339	-0.00811765
0.24000000	0.00900525	-0.00814930
0.24100000	0.00899709	-0.00818092
0.24200000	0.00898889	-0.00821251
0.24300000	0.00898066	-0.00824407
0.24400000	0.00897240	-0.00827561
0.24500000	0.00896411	-0.00830711
0.24600000	0.00895579	-0.00833859
0.24700000	0.00894744	-0.00837003
0.24800000	0.00893905	-0.00840145
0.24900000	0.00893063	-0.00843283
0.25000000	0.00892219	-0.00846419
0.25100000	0.00891371	-0.00849552
0.25200000	0.00890519	-0.00852681
0.25300000	0.00889665	-0.00855808
0.25400000	0.00888808	-0.00858932
0.25500000	0.00887947	-0.00862053
0.25600000	0.00887084	-0.00865170
0.25700000	0.00886217	-0.00868285
0.25800000	0.00885347	-0.00871397
0.25900000	0.00884474	-0.00874505
0.26000000	0.00883598	-0.00877611
0.26100000	0.00882719	-0.00880713
